name,number,num
AVALON BLINDS LIMITED,5255709,10847045
AFGRITECH LIMITED,5259304,940726
AXIOM ENGINEERING LTD,5259569,1921074
ALLIED MAINTENANCE POWER SERVICES LIMITED,5262193,4300336
ALLENDALE BREW COMPANY LIMITED,5270939,2666957
AVIATION TECHNICAL SUPPORT LIMITED,5271164,4600686
ARP AUTOMOTIVE RACING PRODUCTS LIMITED,5287254,11050583
AUTORIM LIMITED,5300055,8045621
ASSER OAKES LIMITED,5301634,8767835
ASSER OAKES ENGINEERING LIMITED,5301636,8690277
ALDERLEY MOWERS & MACHINERY LTD,5309624,10042075
ALLMETAL ELECTROPLATING CO. LTD,5315356,7373594
AREMCO LIMITED,5316767,8965315
ANILOX SUPPLIES LIMITED,5317395,8689137
AZ FLOWTECH LIMITED,5323768,2052369
ALPHATEC 2000 LTD,5324521,6039596
A & A FURNISHINGS LIMITED,5329455,6735887
A.F. DRABBLE ENGINEERS LIMITED,5347855,4626038
ABSOLUTE CONCRETE LIMITED,5350310,2771911
ABBEY BLINDS (NW) LIMITED,5350693,11323506
ALLENSEW MACHINERY SPECIALISTS LTD,5362946,9370693
ALCATEK CONTROL SYSTEMS LIMITED,5374501,8686580
ARC MULTI-METAL SERVICES LIMITED,5378948,4912035
ALLSCOPE PROJECTS LIMITED,5380759,7260262
A1 PROPSHAFTS UK LIMITED,5381728,10589549
AUTOMOTIVE MACHINE TOOL LIMITED,5385558,8829946
ALLAN J HARGREAVES PLANT ENGINEERS LIMITED,5387021,10857809
A O M L PACKAGING LIMITED,5393472,8290174
AIR DRYER TECHNOLOGY LIMITED,5407003,6875506
ASHLEIGH ENGINEERING SERVICES LIMITED,5407051,7345399
A1 UPHOLSTERY LIMITED,5414878,5739338
AINTREE HOSE & HYDRAULICS LIMITED,5415730,8372066
ATIC RECORDS LTD,5419865,10256593
AVANT ELECTRICAL LIMITED,5425867,10949254
ACQUIESSE LIMITED,5441232,11538248
ALAN HERRON SERVICES LIMITED,5447414,4858239
ASTRA VEHICLE TECHNOLOGIES LIMITED,5452089,9316980
ATLAS ELECTRO MECHANICAL LIMITED,5457019,4946408
ASHTON-PITT LIMITED,5467962,10953871
ACCENTHANSEN LIMITED,5472410,10633311
AMS NEVE LIMITED,5478352,8206951
AM DIGITAL LIMITED,5497565,8789020
ATPROG LIMITED,5542732,9538460
ABSOLUTE DOORS & SHUTTERS LIMITED,5547525,2251223
ALLOY BODIES LIMITED,5567800,9011505
ACRA SCREED LIMITED,5582982,9256293
ACQUITAINE LIMITED,5583187,2909223
AK FABRICATIONS LIMITED,5588559,10719290
AB SUNDECKS LIMITED,5622935,7875153
ASHTON POWDER COATING LTD,5634859,11355802
ALLROUND FABRICATIONS LIMITED,5636868,10147284
ARCOL ENGINEERING LIMITED,5642582,9664937
ARK PLASTICS LIMITED,5655588,7105118
ARANHA LIMITED,5674200,8683787
A.B.C. - TOP MIXER HIRE LIMITED,5674830,10985954
A & C TOWNLEY LIMITED,5682648,8968864
ACCESS MADE EASY LIMITED,5705253,8836740
ALL METAL FABRICATION & FINISHING LTD,5714052,9630866
ANGLO CONTINENTAL AGENCIES LIMITED,5727254,8204406
AEGIR ENGINEERING & CONSULTANCY SERVICES LIMITED,5739338,8886797
ADVANCE CERAMICS STUDIO LIMITED,5753345,5259304
ASPULL ENGINEERING CO. LTD.,5760449,4598010
ADDITION MANUFACTURING TECHNOLOGIES U.K. LIMITED,5762934,6295904
A.C. HYDRAULIC & PNEUMATIC SERVICES LIMITED,5770379,4830917
ALASTAIR BOOTH LIMITED,5776177,11219544
AC/DC LED LIMITED,5781172,11103295
ADAMSON PACKAGING LIMITED,5782662,7918329
AGGRESSIVE EQUIPMENT COMPANY LTD,5803830,936177
ALBURY FIRES LIMITED,5809097,6920072
ALEXIA SYSTEMS LTD,5825301,2256584
ACCENTIA ARTS LIMITED,5829483,9535064
ASSIST HYGIENE PRODUCTS LTD,5838429,8572095
ALEXANDER TRAILERS LIMITED,5843594,10806356
ACCOUNTS TAX SOLUTIONS LIMITED,5875272,7250065
AV CONTROL SYSTEMS LIMITED,5881723,2857586
AZURA SOFT FURNISHINGS (UK) LIMITED,5888200,8131414
AUTOFRESH DIRECT LTD,5905558,9948224
ACTION TAG LTD,5906590,3825057
ALLSORTS DESIGN & PRINT LIMITED,5915588,11062702
ALLEN`S BAKERY (BOLTON) LIMITED,5944759,11169674
AMES GOLDSMITH U.K. LIMITED,5951718,8492822
A. J. & L. TAYLOR UK LTD,5954015,9479373
AMTOM LIMITED,5954672,11348986
ALAN CAMPBELL ENGINEERING SERVICES LIMITED,5971190,4605183
ACCRINGTON SURGICAL INSTRUMENT SUPPLIERS LIMITED,5980916,11494818
ALUDOOR LTD,5991789,5803830
ALEXANDER FITZPATRICK LTD,5994751,6432145
ANDREW JORDAN FURNITURE LTD,6003879,11244572
A1 LIFTS LIMITED,6004972,7453477
AITCH TOOLS & FASTNERS LTD,6007839,10528867
AUTOSEW LTD,6023457,3656076
AQUA ANALYSING SENSORS LTD,6034190,11525108
ADVANCED ROLL SOLUTIONS LIMITED,6039596,9343705
ARVIA TECHNOLOGY LIMITED,6056448,4767674
ADCO SIGNS LIMITED,6111673,3604296
ARCHER AVIATION SERVICES LIMITED,6159430,8949283
ASHWORTH R.V. LIMITED,6161914,7694920
ACDOCO LIMITED,6174996,9604253
ALLSIGNAGE LTD,6178198,9378740
AQUAFLUX LIMITED,6197531,4827160
AVIARY AVIATION SERVICES LIMITED,6203313,10843055
AKD PHARMA LIMITED,6218684,10823526
AUTOMATION APPLICATIONS LTD,6221372,8071482
ARROWTAC LTD,6222382,8991606
ADACAD LIMITED,6222441,4444643
ALSICO LAUCUBA LTD,6224973,10109243
AIGBURTH ENGINEERING LIMITED,6227086,11430180
ACE POLISHING SERVICES LIMITED,6235025,11316844
AIRTEK LIMITED,6245025,4425507
ASFORPRINT LTD,6246823,9476568
ABLE SYSTEMS LIMITED,6258147,9660518
ARCHITECTURAL ENGINEERING (ALUMINIUM AND STEEL GLAZING) LIMITED,6268830,6227086
AT 3D-SQUARED LTD,6290897,4158286
AFO LTD,6295904,6349086
AUTOMOTIVE WIRING SYSTEMS LIMITED,6302735,2744531
AV ASIA ENTERPRISES LTD,6305525,1542173
ARTISAN FURNISHINGS LIMITED,6314020,3324481
ABBEY ELECTRICAL INSTALLATIONS LIMITED,6324872,7473000
AUTOMATED INSTALLATIONS LIMITED,6342237,880572
A.J. HOLMES PUMP CO LTD,6342795,9255467
AIM APPLICATIONS LIMITED,6349086,5148986
AWAIS KNITWEAR LIMITED,6353887,8205545
ALLWOOD PALLETS LTD,6366626,9264317
AMANN OXLEY HOLDINGS LIMITED,6410636,5415730
APPLEBY CREAMERY LIMITED,6415334,8148954
AGM SERVICE LIMITED,6432145,9252063
AQUASPIRA LIMITED,6433303,3132502
ANACO HOLDINGS LIMITED,6433428,9769385
ASHDENE ENGINEERING LIMITED,6447079,9220039
ALCHEMY PRODUCTS LIMITED,6450933,1659035
ADL HOLDINGS LIMITED,6455481,5407003
ALROLLERS LIMITED,6456817,6861359
APOTHECARY NOW LIMITED,6461156,3530440
ARCHITECTURAL ENGINEERING (CONTRACTS) LIMITED,6467107,1465110
ARMSTRONGS BAKERS LIMITED,6472935,11436708
A. HARRIS CONTRACTS LIMITED,6487618,5015257
ASEP HEALTHCARE LIMITED,6491384,5076916
ATMOS WAVE LTD,6500535,8202151
ART GRAPHICS  UK LTD,6502789,8462723
AIRWISE COMPOSITES LIMITED,6512271,3451237
AQUILA FURNITURE LIMITED,6528945,8926383
ALLFLOW DISPENSE LTD,6540381,1958326
AMBER COMPOUNDS UK LIMITED,6543800,4645677
ASTHMATIC LIMITED,6570117,11320368
ACADEMY INTERIORS LIMITED,6576365,10820948
ARIANNA TIARAS LTD,6589391,7917837
ANDREW MCVINNIE LTD,6623927,11462920
A.D. SYSTEMS (UK) LTD,6643776,4500387
ALPHAMET ALUMINIUM LIMITED,6667874,1111677
ACCESS LOCKS LOCKSMITHS LTD.,6675236,1988374
ARGUS FLUIDHANDLING LIMITED,6676549,9108324
AXIS CONTROLS (NW) LIMITED,6681671,10826638
A.D.S. DIGITAL PRINT SOLUTIONS LIMITED,6694689,7285371
AMC (NW) LIMITED,6696289,3593000
AM ROBOTIC SYSTEMS LIMITED,6698005,4139640
ALFA INDUSTRIAL SERVICES LTD,6732342,7938765
ADVANCED TIMBER FRAME LIMITED,6735887,7391720
ALTEC UK LTD,6761332,7958046
AUTOMATON UNIQUE ENGINEERING LIMITED,6776297,6245025
ABELGLASS TRADE SUPPLIES LTD,6793928,1355485
ACRES DAIRY LIMITED,6820758,3579475
ASTRAL SHEET METAL LIMITED,6831363,6512271
APPLIED UVC TECHNOLOGY LTD,6856006,3704700
ABRAXAS CREATIVE MEDIA LTD,6856133,7843327
ARMSTRONG BRICK OVENS LIMITED,6858201,1585836
A N ENTERPRISE LTD,6859685,8201592
AIR ENGINEERING LTD,6861359,4266687
ARC INTERIORS LIMITED,6871481,8964697
AEB PRECISION LIMITED,6875506,6007839
ATEC PRINT LIMITED,6875789,11380725
AVANTE MIDLANDS LIMITED,6883897,9499034
AVANTI  WIND SYSTEMS LIMITED,6884260,5228186
AQUACHECK ENGINEERING LIMITED,6906233,5157754
AVCO AUDIO VISUAL LIMITED,6909405,11241699
AFTER GLORY LIMITED,6920072,8850250
ARTISAN ONE LIMITED,6927136,9953648
AMPFAB LIMITED,6928398,7888750
ARBOUR HOLDINGS LIMITED,6931785,987764
AUTOCROSS EUROSHEL LIMITED,6951560,9343063
ABBI SIGNS & DESIGNS LIMITED,6955906,11396822
AUXANO TECHNOLOGIES LIMITED,6959111,7639134
A1 POWDER COATINGS UK LTD,6971313,4575211
A & J BLINDS LIMITED,6976245,10959442
ANTENNAIR LIMITED,6977803,9634274
ALL DOORS UK LIMITED,6983627,11295000
ARMSTRONG MOTORCYCLES LIMITED,6996318,10314389
APS GROUP SECURE SOLUTIONS LIMITED,7007434,8696989
ALL CHROME LIMITED,7027890,5588559
A D J DOORS LIMITED,7030548,10631330
ARC ELEVATORS LIMITED,7036592,8605401
ANSUKA SERVICES LTD,7064099,10863053
APPLIED SWITCHGEAR LIMITED,7065055,6218684
AF SIGNS & GRAPHICS LIMITED,7105118,11525519
ARCTIC GLASS (UK) LIMITED,7107020,8393165
ABBEY RETAIL (MCR) LIMITED,7119330,9537546
ALTERNATIVE METERING SOLUTIONS LIMITED,7133281,3162296
AREA WELDING SERVICES LTD,7138178,10764048
A CLARK FORKLIFTS LIMITED,7138605,7270036
AUTOLINE ACCIDENT REPAIR CENTRE LIMITED,7147197,10998630
ARC LANCASTER LIMITED,7157876,2630302
A & R SERVICES (GLOSSOP) LTD,7159428,2792967
A P HANSON LTD,7172813,10920986
ANDREW LOWDEN PLANT & AGRICULTURAL REPAIRS LTD,7191225,10282759
AMIN JEWELLERS LIMITED,7211485,3119826
APS CATERING AND ELECTRICAL SERVICES LTD,7219860,10951963
AUTOMATION CONTROL PANELS LIMITED,7220752,9339773
AMBULANCE PARTS LIMITED,7231090,11427285
AAF COMPONENTS LTD,7234733,5971190
AA ANODISING UK LTD,7236259,9739382
AUTOMATEDTECHNOLOGIES LTD,7248821,1886099
ATOM SCIENTIFIC LTD,7250030,4940696
AG TELECOMMUNICATIONS LIMITED,7250065,2112664
ABICOOL LIMITED,7256446,4588332
ADVENT CONTROLS LIMITED,7260262,5447414
AUTOMATION PRODUCTS & SYSTEMS LTD,7268693,11172480
AKS NORTH WEST LTD,7270036,727461
AIRLINE AVIONICS LIMITED,7285371,1089743
ABI FISHER LIMITED,7308677,5776177
ATELIER JOINERY LIMITED,7311992,9320615
A J M HOLT ENGINEERING LTD,7312184,10733036
ABACUS ELEVATORS LIMITED,7331588,96177
AEG ACOUSTIC MOVING PARTITIONS LTD,7345399,4464487
ADVANCED PRINT SOLUTIONS LTD,7373594,1984499
AIRSOURCE VENTILATION LIMITED,7391720,3384448
ALLSOPS OF BOLTON LTD,7393704,886913
ACTION PARTNERSHIP LTD,7414168,5809097
ADAM YAFFE LIMITED,7421002,3734754
ASHCROFT PROCESS EQUIPMENT LIMITED,7436068,5374501
A.B.Y. KNITTING CO. LIMITED,7436417,10589759
ATLAS DIGITAL LIMITED,7442766,10596561
ATM SERVICE PARTS LTD,7446751,6450933
AGO CONSULTANCY LTD,7453477,11253244
AT FAN RESTORATIONS LTD,7455024,4938901
ANY  COLOUR  AEROSOL LIMITED,7469660,7736873
ASHLEYS AND CO GARAGE SERVICES LTD,7472656,8555529
AINSCOUGH WIND ENERGY SERVICES LIMITED,7473000,1693072
ART OF STONE LTD,7482047,10245972
ADDISONMCKEE EUROPE LIMITED,7503514,1618744
APOLLO ENGINEERING & DESIGN LTD,7504174,5309624
ASHTON MOT & SERVICE CENTRE LTD,7517169,10592117
ARROW ALIGNMENT LTD,7522431,719363
ABBY WELDING LIMITED,7524474,4243883
AVEC COOKERS (UK) LTD,7526199,8034839
APC NETWORX LIMITED,7534988,1284603
ADVANCED COLOURS AND CHEMICALS LIMITED,7551180,4615114
ALLOY FUSION LIMITED,7562338,11526154
AMCO COMPONENTS LIMITED,7573683,9392555
AZURE TECHNICAL LIMITED,7579223,10332027
APOLLO PRINT & LABELS LTD,7623310,11192682
ARRIVAL DOWNHOLE TOOLS UK LTD.,7623492,3272810
ASL STONE COMPANY LTD,7626636,1716581
AUNTY RAG LTD,7627742,9368436
AVM LABS LIMITED,7628615,4307806
AJOTO LIMITED,7639134,11527918
ARRAD FOOT BALCONIES LIMITED,7645470,4585014
ACTIVE ALUMINIUM SYSTEMS LTD,7659147,10420868
ALLGRAZE LIMITED,7660524,10378127
ACH ELECTRICAL LTD,7667013,5994751
AUDIO-VISUAL (UK) LTD,7672290,8550717
AMY AUTOMOTIVE LIMITED,7675260,9879482
A & G TRADE PLASTIC AND GLASS LIMITED,7682664,9867748
ADAM MARK ARCHITECTURAL METALWORK LTD,7685901,5843594
A & A SIGNS & SAFETY SUPPLIES LIMITED,7687133,10767109
A & T NATURAL CASINGS LTD,7687806,2599172
ANTLIS LIMITED,7690621,10694949
AGRIQUIP ENGINEERING LIMITED,7694920,5825301
AMYRYAN LIMITED,7697642,3199425
APM BMS SERVICES LTD,7699893,11140041
ADB CONTRACTS LTD,7707074,11257507
ALSAGER ELECTRICAL LTD,7728462,8028130
AVONDALE TEXTILES LTD.,7728780,2594474
AM POWER SERVICES (UK) LIMITED,7731424,6732342
ALCO SHIELD LIMITED,7736873,8523971
ALLENS BAKERY & CONFECTIONERY LTD,7746116,1509771
ABC POWER SYSTEMS LTD,7753873,11086315
AQUAVISION DISTRIBUTION LIMITED,7756677,11244177
ACORN LEISURE (SERVICES) LTD,7759589,9967697
ADAPTIVE ARRAY SYSTEMS LTD,7763133,4163896
ARCADIA MAINTENANCE LTD,7766784,10936211
ASCOLI RENATO LTD,7778052,11455132
ALPHA SHEET METAL & LASER LTD,7782728,10005580
ABEL SURVEYING & ENGINEERING LTD,7783760,10905310
A.G.MEDIA1 LTD,7786175,11057217
A&I TRAILERS LIMITED,7798196,11176988
AUTO EXPORT EAST LTD,7802013,10400762
A2B GARAGES LTD,7809587,9001087
AXBURY EVENTS LIMITED,7823483,2736185
ADUNNI FOODS LTD,7827205,3583691
AWP PRECISION LTD,7830776,1528130
ALTUS SCIENCE LIMITED,7832730,10366848
ADDBRAND LTD,7838874,7027890
AIRYFAIRY CATERING LTD,7843327,6983627
AQUATECH TECHNOLOGIES LIMITED,7845509,4601387
ANT WORKS LTD,7848578,11148233
AEROXCRAFT LTD,7875153,11337426
ABSOLUTE AIR CONDITIONING LTD,7880778,5714052
ART GLASS (NW) LTD,7882479,11080429
ARCTIC BLAST CLEANING LTD,7885870,8574733
AJAUTOMATE LTD,7888750,11499094
ATLANTIC CONTRACTING NORTHWEST LTD,7917825,8953253
AIRCRAFT REPAIR & MAINTENANCE ENGINEERING LIMITED,7917837,8357126
AFS BIOMASS LTD,7918329,4977870
ATLANTIC ELECTRICAL SOLUTIONS LTD,7926361,8165547
AMBITECH ASSOCIATES LTD,7927365,11405738
AIROFUSION LIMITED,7938765,5387021
AIRSYS (UK) LIMITED,7958046,4502944
ASMARA LIMITED,7959355,11450680
ANG ENGINEERING ( UK) LIMITED,7961978,3179005
ABC BLENDING LTD,7967201,4689778
ARCTIC REFRIGERATION (LEIGH) LTD,7972137,5270939
ACL ELECTRICAL NORTH WEST LIMITED,7979944,7746116
ADDMIX CONCRETE LIMITED,7980071,5362946
AP CARAVAN SERVICES LIMITED,7985686,5944759
A.D.TAYLOR (JOINER) LIMITED,7996677,10812496
AZALEA FOODS LIMITED,7997596,4543737
ASSET INSPECTION SERVICES LTD,8005065,2047963
ACR REPAIRS LIMITED,8007609,11303940
AUTO GATES NORTH WEST LTD,8008655,6540381
ACE DIRECT LTD,8014664,4821695
ANDREW PLASTICS LTD,8020126,7660524
APPLEMEDE LIMITED,8025321,845676
ADRENALINE FLIGHT CASES LIMITED,8026499,10013098
ALFA ENGINEERING LIMITED,8028130,9155067
ALTOS MEDICAL LTD,8033845,2030991
ARK SOFA FRAMES LIMITED,8034284,3043174
ALDFORD ALUMINIUM PRODUCTS LIMITED,8034839,2046872
AUTOMOTION DESIGN LTD,8035251,5262193
APC SOLUTIONS LTD.,8035772,4453214
ADVANCED POLYMER SOLUTIONS (SHROPSHIRE) LTD,8045621,2918886
AMROCK ONSITE MECHANICAL SERVICES LTD,8048296,4676006
A J MOTORCYCLE TRAINING UK LTD,8058628,960001
ABAKUS DIRECT LTD.,8067844,3560555
AQUATECH2O LTD,8068524,5315356
AHEADSOLUTIONS (UK) LTD.,8071482,5567800
A C JACKSON LTD,8072188,7562338
APPAREL MAN LIMITED,8074622,9485045
ACDC ELECTRICIANS LTD,8088833,5636868
ASNU AIR LTD,8093632,5380759
ARC PROFILE BENDING LTD,8103013,6178198
AOG (UK) LIMITED,8119165,7393704
AMN EXPORT LIMITED,8120120,5915588
A.BIRTLES CONSULTANCY LTD,8121900,4639403
ALUSID LIMITED,8121977,10910768
AMBA PROJEX LIMITED,8123118,2912886
AGB ELECTRICAL LTD,8131414,6366626
AINTREE KITCHENS LTD,8148954,10163440
ALUSERV LIMITED,8155311,8351545
A & R CHEMICALS LTD,8158779,1665868
ABACUS MANUFACTURING LIMITED,8159306,1904799
ALL-TEC REPAIRS LTD,8165547,10663856
ARIAN VISUAL SOLUTIONS LIMITED,8166679,9390189
AMY'S CAKES LTD,8179687,9844077
ASHTON ENGINEERING (SOUTHPORT) LTD,8190023,4949522
AXIS BOATS UK LIMITED,8195048,8563825
ASD MANCHESTER LTD,8198854,11241050
AIS OFFSHORE RENEWABLES LIMITED,8201592,3872072
AIR SPRING LIMITED,8202151,9490393
ABILITY TEC CIC,8202242,3454324
AFFORDABLE ALUMINIUM LIMITED,8204406,9935979
AINTREE CAMBELT & CLUTCH LTD,8205545,3436790
AEROCO HOLDINGS LIMITED,8206951,1543079
AS IN EDEN C.I.C.,8209701,8941051
ADDFORM LIMITED,8223658,7782728
AMLELECTRICALSERVICES LTD,8234190,3627825
AD SHORROCK LTD,8235770,4462438
API ELECTRICAL LIMITED,8250588,9094948
ADII LIMITED,8250877,9325731
ABSON OFFICE SEATING LIMITED,8256115,10772056
ADL PALLETS LIMITED,8257933,6667874
APEX MECHANICAL ENGINEERS LIMITED,8271124,9261143
AYRES VIOLINS LIMITED,8282730,2788907
A GORDON ELECTRICAL SERVICES LTD,8287086,5324521
AE & E GARNETT LTD,8290174,2895155
ADVANCE MACHINING SOLUTIONS LTD,8290346,10974075
AQUA BIOSCIENCE LIMITED,8296026,2863035
ANNATIQUES LIMITED,8299243,8774441
ACIME UK LIMITED,8316151,9425813
ASTRASTKAL CHEMICAL LTD,8316808,10600027
AME (NORTH WEST) LTD,8332311,2482190
ALUFOLD DIRECT LIMITED,8341753,6456817
ALMA ACCIDENT REPAIR CENTER LIMITED,8351545,10713812
ARMAD ENGINEERING LTD,8352975,7728462
ALL THE LITTLE DETAILS LIMITED,8357126,4871066
AW SUSTAINABILITY LTD,8360233,11472496
AEL MANAGEMENT SERVICES LIMITED,8372066,6224973
AURORA PRODUCTS LIMITED,8380695,4944280
ARAINEX INDUSTRIES MANCHESTER UK LIMITED,8391511,1535202
AKM TECHNICAL LIMITED,8393165,8811830
ARTEFACT FINE FURNISHINGS LIMITED,8423920,3629630
ANDREW LEES UPHOLSTERY LIMITED,8434160,10374806
ATLANTIC ENGINEERING & LABORATORIES LIMITED,8444283,4596144
AIR SUPPORT ENGINEERING LIMITED,8462723,9261194
ARK FLEETECH LTD,8479454,6761332
ARC ELECTRICAL WHITEHAVEN LIMITED,8481110,7133281
AGED TO PERFECTION UPHOLSTERY LIMITED,8492822,10214879
ARCIS BIOTECHNOLOGY LIMITED,8495195,10589205
ARMSTRONG PAPER REFURBISHMENTS LTD,8511367,9532226
A.B.C.>CONCRETE DIRECT LIMITED,8512816,9801268
ALFA JOINERY LIMITED,8523971,3105767
ASSETSCAN SOLUTIONS LIMITED,8525389,11296313
ASPIRE GROUP 360 LTD,8525608,8033845
ACANTHUS DESIGN LTD,8537096,4171252
ALEXANDER INDUSTRIES LIMITED,8550717,2879786
ALCURT TEXTILES LIMITED,8555529,1202251
AUDIO VISUAL IMPACT LIMITED,8563058,7832730
ALPHA APTO LTD,8563825,5991789
AZURE LIQUID SOLUTIONS LIMITED,8567494,8341753
ARCHITECTURAL GLAZING & FACADES LIMITED,8571666,3490498
AG COATINGS LTD,8572095,8845204
ALL SAFE TESTING LIMITED,8574733,4534524
A AND L FURNISHINGS LIMITED,8583175,8865634
ABLE LORRY LOADERS LIMITED,8583910,2704140
AK RESTORATIONS LIMITED,8605401,3921671
AVON PIPING LIMITED,8619566,9254012
ANDREW A GILBERT LTD,8636173,8155311
APPAREL STUDIO LTD,8637485,8121977
AA MOVING SOLUTIONS LTD,8669795,11479504
A.F. KITCHENS LTD,8670966,5497565
ACER INFINITY LIMITED,8679635,10393187
AFC INSTALLATIONS LTD,8683787,7731424
ASPIRATE N GO LTD,8684331,6698005
ADVANTAGE (UK) MANUFACTURING LIMITED,8686580,5232991
ADVANCED PROPERTY (NW) LTD,8689137,10263372
ADVANCED POLYURETHANES LTD,8690277,11207121
ANDY YATES SOLUTIONS LTD,8694763,2936425
AQUARIUMS4LIFE LTD,8695466,6410636
ANORD MARDIX IBAR (EMEA) LIMITED,8695995,519347
AJW LEISURE CONVERSIONS LIMITED,8696989,10713695
APEX FLUID POWER LIMITED,8713943,11005148
AS AIRCRAFT ENGINEERING LTD,8716519,8123118
AUDIO VISUAL SERVICES (NORTH WEST) LIMITED,8722882,11289652
ACCENTUATE GAMES LTD,8727805,6543800
ABBA COMMERCIALS ST HELENS LTD,8752738,3763332
ASEPTICO LIMITED,8756429,10788949
APS MOTORSPORTS LTD,8758878,10072792
ADVANCED POLYURETHANE MOULDINGS ( APM) LIMITED,8767835,11396132
ALPHIN SAR LIMITED,8774441,9822399
A BLOOMFIELD LIMITED,8776147,10284706
ABDEC (MCR) LTD,8780768,7927365
ACOUSTIC DOOR LTD,8781306,10769327
ASBESTOS COMPLIANCE LIMITED,8788131,1971428
AEROFOIL ENERGY LIMITED,8789020,7231090
ALT BIKE CO LIMITED,8811830,6696289
ANCHOR PUMPS ONLINE LIMITED,8822081,11427684
ADVIDER LIMITED,8829946,7573683
AFCO C&S LIMITED,8836740,10727812
ATMOS PLUMBING AND HEATING LTD,8841242,10470164
ANTHONY COLINS LIMITED,8842473,2798513
AAA POLY UK LIMITED,8843287,8332311
ABSOLUTE BLINDS AND FLOORINGS LIMITED,8843372,10429405
ANIMAL HOUSING SOLUTIONS LIMITED,8844380,5007937
ALULINE PRECISION ENGINEERING LIMITED,8845204,2826812
AJ RIGGING SERVICES LIMITED,8850250,1009410
AURORA VICTUS LTD,8862995,1203292
ARMOUR SPECIALIST COATINGS LTD.,8864286,4774197
ALUMINIUM FENCING PANELS LIMITED,8865634,5951718
ABLE MODULAR TECHNOLOGIES LIMITED,8867393,11470039
APROPOS OUTDOOR LIVING LIMITED,8875655,9597914
AB METAL SOLUTIONS (UK) LIMITED,8877132,8952360
ACUTOOLS LIMITED,8882222,2166687
AFFORDABLE UK DESIGNS LIMITED,8886797,7211485
ACE LOLLY LIMITED,8896867,9341359
ACCURITE HOLDINGS LIMITED,8899054,11153228
ATLANTIS CAPITAL INVEST LTD,8900859,8234190
A I RAWSON FIELD SERVICES LIMITED,8903035,10210979
A STITCH DIFFERENT COMMUNITY INTEREST COMPANY,8915083,11469582
AIR2O COOLING LIMITED,8926383,10205785
ANAESTHESIA EQUIPMENT SERVICES LTD.,8929007,8120120
ARCHITECTURAL ENGINEERING LTD,8937829,10692822
ALPHA RECYCLING (UK) LIMITED,8941051,2622273
A & I AEROSPACE LTD,8946181,10262655
AGRIMAC EXPORTS LTD,8949283,3650544
AMI SOFAS 4U LTD,8952360,6928398
ALL SEASONS WATERPROOF COVERS LTD,8953253,11470221
ATHLETIC PERFORMANCE SOLUTIONS LTD,8955480,3758114
AQUILA INVESTMENT PTY LTD,8958844,4140877
ACE PRINT SOLUTIONS LIMITED,8962013,10944617
AIS VANGUARD LIMITED,8964697,11029069
ADVANCED PRODUCT SUPPLIES (APS) LIMITED,8965315,8048296
AFC SMART SOLUTIONS LTD,8968864,10261297
ARC JEWELLERY LTD,8969761,5478352
A AND P BUILDERS (NANTWICH) LIMITED,8970671,9130319
AHHVREH LIMITED,8991606,9563513
APPAREL KINGS LTD,8993387,3643557
ALISON NORRIS LIMITED,9001087,5954672
ARGAN LIQUID GOLD LIMITED,9002100,9448122
ACCROL UK LIMITED,9010320,11469841
ATS CYCLES LIMITED,9010377,7675260
AEROPRINTEC LTD,9011505,8179687
ACCE LTD,9013518,7697642
ATLAS MOTOR REPAIRS LIMITED,9021840,10729906
AOG TECH LIMITED,9024501,6433428
ACE COMPOSITES LIMITED,9028029,8929007
AND OR NOT LIMITED,9030424,4126138
ASCENT AEROSPACE (UK) LIMITED,9032575,4246481
A B CASES (MANCHESTER) LIMITED,9071685,10929206
ANDREW WOODWARD ENGINEERING LTD,9087881,10173845
ALPHABET BREWING LTD,9094948,1566880
ANDY NICHOLSON & SON ELECTRICAL.CONTRACTORS LIMITED,9097646,1906411
AREEB ELECTRICALS LTD,9104803,8822081
AIRFLOW VENTS LTD,9108324,9030424
AWHEY WITH THE FAIRIES LIMITED,9115470,4256901
AMS TECHNICAL (PLASTICS) LIMITED,9130319,11069739
APPLEBY BREWERY LTD.,9140328,4203564
ALLIANCE LIFT TRUCKS LTD,9155067,9562809
ART MAYKA LIMITED,9177865,11310770
ASTRO ANTENNA LIMITED,9183589,10234546
ANVIL MASTERS LIMITED,9202102,10436377
A1 BIOMASS FUELS LIMITED,9205180,11375577
A.H.E. INSPECTION LTD,9211257,10965110
ASSOCIATED MAINTENANCE SERVICES LTD,9217736,9482843
AIR CONDITIONING SYSTEMS SOLUTIONS LIMITED,9220039,8636173
ADVANCE CREATIVE LIMITED,9221999,11087559
ANVILGATE LTD.,9222003,2705269
ACCESS & ELECTRICAL LTD,9241449,6003879
A S FITTINGS LIMITED,9245688,8434160
ACODENT LIMITED,9246672,7191225
ARD ELECTRONICS LTD,9248253,6623927
AINTREE LOCO LIMITED,9252063,11251296
ALUMINIUM SOLUTIONS (NW) LTD,9254012,8020126
AINSLEY SIGNS ( RETAIL ) LIMITED,9255467,4557001
AEROSMITH AVIATION LIMITED,9256293,10031737
ALPHARA APPAREL LIMITED,9261143,2458598
ALTARIA MEDICAL LIMITED,9261194,9087881
AINTREE CANAL BOATS LTD,9264317,2336833
A. FRASER ACCESS LIMITED,9289488,11421201
ARRON GRIFFITHS ENTERPRISES LIMITED,9292594,9097646
