Engineering Company Number,Manufacturing Company Number
11586380,9113520
11581804,10660039
10101282,9392881
8512466,11168135
10697436,11558993
10652265,10920264
11359650,10018182
11725544,6031182
8718376,11681947
9964623,2006400
8270031,8712117
10195047,11661471
3548021,1929578
2663582,8893569
10930095,7134237
6544221,11525607
11668057,6174043
11425026,7620606
4934825,7818275
11176631,11227569
9172156,4240574
11454791,3741938
7959037,10699906
4185099,11254116
7754415,9782688
6151407,11424723
7401310,11732522
9202398,10675921
11440084,11686984
6643234,7420328
11226024,11439017
7536702,11492505
10648659,11574550
11397339,11654765
6275219,11742957
9623107,637284
3347603,8752844
11284125,11226949
6024448,11657018
5421851,901282
11238250,7531917
11487720,5142406
11288733,7915588
11702600,3487040
5615580,5470274
11298304,4816272
10951756,11636785
11222797,11525750
8695100,7284332
11000319,8874075
2779385,8511410
8411501,8526385
7848437,7332583
7772734,9502719
9304545,8734439
8142465,11649997
10156798,11636737
11308255,5036037
11555045,11146300
7182449,9582261
11019549,4745070
11558381,9329590
11783601,3775655
11406250,10928358
7751277,10987059
11225642,7853710
11451469,11198337
6959613,9998145
11288725,9557714
11288787,11708895
11146792,9827367
11460525,11195550
11788930,8312959
10455146,8738771
11219092,10573985
11242383,7679232
10698502,7733309
7027168,7587400
11442795,3652576
11537458,11527929
8342400,9003537
10819940,1120351
11516796,258042
7432744,3800619
6033410,5077081
8318532,1009613
10392673,4614390
8002461,9324070
9964689,5002391
10852705,11381459
11315980,7765147
11583884,11520344
10734014,6938179
10467461,1380798
8083216,9999674
11340909,4160276
9588290,6405339
6447307,5793992
8445236,1308264
11148035,6709626
6154822,839793
2767354,5209307
4138658,2004167
6576035,10093324
10467978,7069414
4833528,8680535
11371307,1700764
7646564,4567797
11038762,8823953
8337244,10714086
10131874,2528905
8090861,11141658
11515875,1660807
9384077,4227435
11232042,3780877
11628604,8881620
11231407,9055848
9803889,6665940
6255707,8819320
11460534,2811230
6079516,10629119
8059089,11458535
8561946,1639557
8561954,5507387
10464907,667980
10810058,10958750
11253733,11678956
2060690,11428568
11114307,9107842
11545538,2940672
4789508,6575531
9549705,11074417
11273531,10932002
10963121,11670316
8074279,2855120
11141178,6454291
11068513,7955358
11682796,11209299
4233154,1081973
11675047,9552037
9242296,5055861
11364815,5117063
11275856,11178492
11241450,10753563
11231679,5392662
9766735,1325473
11261578,2098321
11346346,10124650
11713481,7990246
4946213,5033559
10395409,5085869
5823130,10411185
8251767,6134618
11561403,8126818
5807299,1485428
6232954,5398477
11309408,4442989
11541918,10915191
10745330,5185996
10615101,9062230
7869240,5034862
8242392,8541064
11475805,7491311
11140279,10158212
8573195,1887679
11264787,9884419
11792680,10895899
9373985,9549116
2447365,3395001
11754750,6851634
11741518,8673275
8124606,10947142
11522154,9012127
10917127,10816805
6105342,11591764
8790387,10651803
9918418,10650857
5701512,1732905
10778294,9011480
5119331,641365
7595793,2029999
7558088,5814690
11227854,11383453
8061932,11459174
7005543,10548136
11214885,11396173
5907979,10199897
11445837,4641346
7672368,11337449
11714273,11294056
11186114,11273153
11090885,10783246
9841591,11334439
6111565,9373625
11036097,8486477
9220812,11458341
10397587,1180154
8872789,9335317
10358983,5537628
7241516,11565431
10108470,7681944
7757278,9177483
10934226,1993368
6397730,680990
2982936,10495303
11498597,9456076
6865508,11678589
9496179,690575
10806926,11016629
9885785,11049786
11219926,4374376
11146934,6007107
9351752,11217633
5612765,9746802
7041745,448757
9322217,11135557
6281398,3818319
6175191,9818754
11426650,1812840
5963603,9394321
6229849,11715545
11717511,10662349
11669408,7553864
11668598,11606598
11180353,8395665
11266389,11486568
11365226,1045146
10385230,11593130
1223171,2882171
10770381,6387166
5956063,9364319
1356953,351951
3303770,9923842
3974226,6368556
11206883,11386503
8025778,10470134
10829219,792784
11644518,500802
5849575,5116859
10878526,7733104
9766263,11364574
11372085,9964818
10512775,4403031
9551765,2546993
7162755,2811817
9025753,11720882
11024157,10802387
5709435,918517
11583555,11305607
7244273,10290418
8872622,10968517
10912179,231218
4744449,7488788
9581211,5108274
11195039,10782550
8592807,2069754
2125887,4697737
10845468,6256859
8365961,11097294
7388197,9869508
11540084,9869518
8885166,10385950
11551936,8057732
10558427,10863473
11295135,8774692
11658124,367257
9067039,11171986
11747582,4335187
10630560,6505425
6298686,3650449
8635319,992897
11738063,4794614
5041139,9617467
8128931,10048642
9102356,9056158
7744366,10117859
2621588,11223427
1707502,10563155
11634843,7514337
10964367,10935162
11780657,859279
2227236,592719
8143605,10017895
11348576,7161875
11140381,8028781
6086587,3710070
8281821,3532475
11226026,10833481
11272053,6833683
11068614,7633098
8959595,11047391
11445729,11642332
11306436,11283558
3554622,9004008
11518512,6235738
11464914,3469783
11555055,10650891
11751027,11482520
9178970,11156184
11113190,11051997
7861306,10538114
6183089,10498459
6767391,10544681
11449199,11229444
11669362,3489919
1659652,11156670
11481286,8581059
6811159,2254685
10027848,9512322
8236063,7279834
11509038,3691975
11774392,2124027
9724571,4786203
10421893,9128733
3120205,10032677
11238933,6938332
11327396,6939639
7556532,11712420
3418334,6798162
3286876,4228546
11500257,1170773
11297829,2750237
11006387,2465943
11572084,1233092
4557777,8405504
11560897,9899283
10117211,9861043
11132979,11453588
9372820,11634309
2671571,9971887
9019690,11451779
9621108,4336155
1326850,11075071
7663418,5166911
5676545,11121850
11244643,9234629
6219310,11090704
10240317,9481622
10686117,6059318
10865471,9003127
10318571,11180669
10530735,7059668
10899268,9396474
10017433,8236079
11216566,10677004
11467929,11022390
4157121,10107008
9879937,4815810
10106546,4472387
3489567,8923536
4780707,2894155
8517398,10833586
8509385,2493093
7897692,4458711
8480698,11309457
11781329,11575240
11754886,9671282
11596497,10010514
11426341,6189538
4600652,11029331
10887276,9756147
9756710,11572226
11712597,9728819
11041581,11092992
7694903,7010527
6715473,11458327
8701102,11423772
11280015,11441241
11719210,3054089
11525871,10986072
8698444,6688807
11627306,10740546
11277939,3864114
6589117,6162543
3129252,10387241
10310047,69606
6463139,4154539
10771787,9365749
11453032,9333694
3170349,9365745
11487493,1673519
10411027,2341008
8263198,2129857
7199827,11532184
11712366,11085466
9910080,6531112
10022704,4283707
11518257,5384445
10867463,981321
1657509,2208756
11404715,5202247
11637833,11194303
5115076,5421623
7476536,7371460
1686345,7138758
10239988,3008596
9851894,9236804
11133164,9814706
4781288,1107155
7054042,2414239
9697551,10707113
3512497,10766650
10972287,9024229
5630216,6514391
11640376,6777216
10729242,5458942
11673772,2323287
11253721,11624249
11576120,8192127
9021092,10993001
11428870,1747218
8796237,2431462
2209169,10355285
2491113,7887943
8838877,8859833
5913575,11015083
11286747,11525071
11725252,5828147
11769594,3987120
11544814,6367732
7081534,6162242
6210442,6476591
9227595,7167479
10702658,1391237
11356306,9990770
11682760,4630149
11475002,3187881
11516345,11548866
6163302,3821022
10059488,5841342
6457980,11742622
11311777,649202
11022498,10169475
9566142,1262669
10019467,11114206
11104580,7423715
10870377,10280915
11452843,8738512
8341002,9090506
11756680,7735255
10440156,6661310
6583514,9029853
11632599,6556391
11717425,11396169
11438825,1613527
6140559,4138468
7707409,11506721
3417158,10641908
7099113,8173076
10234294,4101665
10953376,11540358
3969480,8747587
7245188,8894796
11421421,7683662
11763953,6489191
11727262,5136229
11627013,5886865
1301947,4887148
11272337,9820837
11310119,11333477
11348861,10832299
5752243,10611288
10244446,6748557
8101556,10299550
11491961,5259492
11607519,8996641
9834913,9455421
10065575,10437497
7469755,7982821
7601128,8509966
10647472,11703928
6257229,10522507
11475546,8269730
9272365,10919205
11581398,4508565
11507085,11557606
11016000,10178998
11796386,11249677
11796419,4106420
11011686,7173909
11701450,8851255
11683468,1112362
11796122,7508009
10425349,7034996
11521494,6310918
11451653,10225510
11674544,2678914
6097731,7024707
9769140,139916
10989146,11665204
11237947,873515
11411382,7090905
10976335,2102003
11283193,3955270
11427048,4023530
6883664,347959
8936981,9981309
6469283,7536833
10280507,7458285
11631104,6807793
11622541,5867992
6404758,11368062
11383480,4591504
8391904,4707547
7050987,11158813
11721577,10966326
10844490,5716839
7190437,4896915
11737491,9102652
11545977,2762514
11697859,1598839
11271825,3045741
11006041,1604820
11032646,9399332
11653945,11381377
10922522,1616196
11501405,3352957
11298323,11458342
9362326,1674428
8066725,4300959
11438112,1792941
7767881,9030410
8660749,10670252
10960133,3537679
9693009,10995967
7929107,10742876
6837250,6880048
4846493,10824450
10509861,4873584
8556484,8999446
11071582,4799681
11270241,10098701
11315418,9511255
11491581,11520480
11325228,10868351
11772118,10648586
10652713,1854771
9610202,11367851
11693666,11271863
8960023,7564339
8061345,11488667
11531286,11043351
8992623,11486860
11001875,11449312
5663915,4025094
8637163,8295512
11561527,8425259
9119235,3480272
11306465,3110403
11017885,10450233
7987371,5953708
9122424,5205279
8597468,2761922
10364711,2229181
11184911,11636341
9265567,8500190
11495010,6542437
11335528,7837975
6945475,8846013
11466074,7371273
11624312,10338881
9246300,9478406
10776621,4401209
8027471,7892633
11796775,8129477
11384532,7393187
11010319,4863321
8739067,11469673
11725335,10685139
11467890,4349362
11367167,6479756
11186843,5111931
9244595,8130835
11535478,3240643
3240805,5393377
3616983,10050951
9366697,6565164
9591384,11716993
11581516,6290526
9367122,9998742
10466760,1845855
9865587,10919678
11022513,1501885
4847480,8886008
7513221,11653913
8984623,624978
11358183,11381554
7076375,5593534
6494854,7902925
11315683,11079628
9196348,11039906
8005674,11444840
6454008,2055148
7810255,2580228
10111997,11067156
11470149,699015
10505156,6698281
10459216,1276450
10358217,1025652
11248229,187961
7318820,5755601
11586988,5447284
5136112,9789268
3040902,9080256
11289997,5299035
10141587,11294829
11146644,10881177
3312646,11571777
11679564,6292610
11483930,8687770
11304818,11742948
6140983,2689770
8303896,2840126
11279160,4042449
9682778,7231075
11007877,8420901
11058962,9117425
10536441,4444225
8706845,8181365
3756168,10628770
11407350,10809493
11254433,6660360
11218546,7385219
9275453,11414012
11403643,9561485
3442936,7724202
8706378,10544271
4813542,7779542
10958886,5097885
10999100,7983439
11772160,11516959
11294968,7901367
2058391,6056462
6199199,2701605
8809147,3616210
9630289,10520367
9986119,10999993
9047737,5197254
11522369,7692766
8063361,10717887
5297326,10817369
10926459,10632429
8051302,4796309
5714037,6663688
1966808,1582759
11769943,8185625
9101456,8735493
10361585,10210687
10770818,883368
11050462,9960898
7434023,11441704
11395468,2105260
11503734,4481814
9463869,7455287
11088900,6463340
9062695,3882967
11218447,844815
11432260,5731768
11361205,11334868
11702812,467749
11251523,1299127
9009098,9525607
7699761,11299981
10648645,8464273
11707138,4475557
11540892,7789307
11788653,5307394
8839077,7824501
7098068,1451674
7246528,8350386
8896554,3732951
11687761,4437305
11039459,8949093
11761059,8262433
11033911,10790086
11776498,10768571
11237283,4921123
11141614,11553608
11720531,4243183
10995523,5590419
11235423,10417957
11340339,11723874
11374912,10136590
11622234,11080440
8634118,2226088
7008067,1093864
11418140,3914230
8565520,2950900
11564435,5705231
11430196,10715597
11561739,10649034
1009254,8301673
10462210,9260398
11706035,11385738
5085274,11198626
6045220,11021927
1397158,9141935
7775939,10094840
10939385,9195245
10117750,8571338
8451212,11096055
7730180,7825355
10298409,11392700
11460973,11269092
6689411,5443678
6511217,9761877
11771374,9089238
10722398,1438861
11498345,11120333
10902516,7209555
5098535,10437304
8137068,8622025
11393726,1313575
8548106,10830999
3182348,6305113
4848142,7840158
9126764,11601010
10862081,11285447
8723569,10061811
5401250,11028075
8018204,2232890
8944093,4206794
9500809,9816447
6254136,7293726
11557886,4661445
11359818,4881230
11189095,6345149
10057134,9954065
11362624,6512096
11788087,3245094
8267487,8189231
4954072,11315541
11229488,10684466
9299803,8550425
6593270,11471804
6792827,7037329
11229665,4508988
11777280,5105266
10769824,5532545
11196077,5736363
6190097,7140967
6192712,9239422
7377391,11655248
11396219,4146921
10205643,2108727
11763800,8482982
11735886,6677507
10810879,11742569
8102769,2678552
11281751,4742027
11282021,7927699
9028986,11566861
8218413,7819263
10872406,4517305
11440573,11213338
8880654,10673749
8646046,4865610
11284572,10772102
9481907,6080028
11311244,1789286
11670942,11458402
10767168,3154159
10314421,5030415
11403846,2753424
5990186,10514479
11513084,8248022
8437972,11716482
2532338,8851766
8134138,4265987
9933215,11650489
9272892,4770432
11207358,10263725
10925848,4218410
11452337,8602127
